Column Name,NA,File,Corrected?,Additional Notes
# Cases Race/Ethnicity: Other,FALSE,../../../covid19-data/MN/data/data.csv,,
# Cases Race/Ethnicity: Unknown,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: White,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Black,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Asian,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Native Hawaiian/ Pacific Islander,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: American Indian/ Alaska Native,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Other,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Unknown,FALSE,../../../covid19-data/MN/data/data.csv,,
# Cases Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/MN/data/data.csv,,
"Hispanic per 100,000: Cases",FALSE,../../../covid19-data/MN/data/data.csv,,
# Cases Race/Ethnicity: Unknown,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Hispanic,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Non-Hispanic,FALSE,../../../covid19-data/MN/data/data.csv,,
# Deaths Race/Ethnicity: Unknown,FALSE,../../../covid19-data/MN/data/data.csv,,
Scrape Time,FALSE,../../../covid19-data/MN/data/data.csv,,
# Cases Age [Unknown],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Cases Age [20-29],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Cases Age [30-39],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Cases Age [40-49],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Cases Age [50-59],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Cases Age [60-69],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Cases Age [70+],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [0-5],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [6-19],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [20-29],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [30-39],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [40-49],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [50-59],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [60-69],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [70+],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Age [Unknown],TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Cases Race/Ethnicity: Multiple races,TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
# Deaths Race/Ethnicity: Multiple races,TRUE,../../../covid19-data/MN/data/data.csv,No,Unavailable raw data
Unknown,TRUE,../../../covid19-data/MO/data/age_data.csv,No,Unknown header
Age Category,FALSE,../../../covid19-data/MO/data/age_data.csv,,
Total Cases,FALSE,../../../covid19-data/MO/data/age_data.csv,,
Report Date,FALSE,../../../covid19-data/MO/data/age_data.csv,,
Unknown,TRUE,../../../covid19-data/MO/data/age_data_preserved.csv,No,Unknown header
Age Category,FALSE,../../../covid19-data/MO/data/age_data_preserved.csv,,
Total Cases,FALSE,../../../covid19-data/MO/data/age_data_preserved.csv,,
Report Date,FALSE,../../../covid19-data/MO/data/age_data_preserved.csv,,
County Name,FALSE,../../../covid19-data/MO/data/county_data.csv,,
State,FALSE,../../../covid19-data/MO/data/county_data.csv,,
Total Deaths,TRUE,../../../covid19-data/MO/data/county_data.csv,No,Unknown header
Total Cases: Positive,TRUE,../../../covid19-data/MO/data/county_data.csv,No,Unknown header
State Lab Tested: Positive,TRUE,../../../covid19-data/MO/data/county_data.csv,No,Unknown header
Commercial Lab Tested: Positive,TRUE,../../../covid19-data/MO/data/county_data.csv,No,Unknown header
Scrape Time,TRUE,../../../covid19-data/MO/data/county_data.csv,No,Unknown header
County Name,FALSE,../../../covid19-data/MO/data/county_data_preserved.csv,,
State,FALSE,../../../covid19-data/MO/data/county_data_preserved.csv,,
Total Deaths,TRUE,../../../covid19-data/MO/data/county_data_preserved.csv,No,Unknown header
Total Cases: Positive,TRUE,../../../covid19-data/MO/data/county_data_preserved.csv,No,Unknown header
State Lab Tested: Positive,TRUE,../../../covid19-data/MO/data/county_data_preserved.csv,No,Unknown header
Commercial Lab Tested: Positive,TRUE,../../../covid19-data/MO/data/county_data_preserved.csv,No,Unknown header
Scrape Time,TRUE,../../../covid19-data/MO/data/county_data_preserved.csv,No,Unknown header
State Name,FALSE,../../../covid19-data/MO/data/data.csv,,
State,FALSE,../../../covid19-data/MO/data/data.csv,,
Report Date,FALSE,../../../covid19-data/MO/data/data.csv,,
Report Time,FALSE,../../../covid19-data/MO/data/data.csv,,
Total Cases,FALSE,../../../covid19-data/MO/data/data.csv,,
Total Deaths,FALSE,../../../covid19-data/MO/data/data.csv,,
Total Tested,FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [20-24],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [25-29],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [30-34],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [35-39],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [40-44],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [45-49],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [50-54],FALSE,../../../covid19-data/MO/data/data.csv,,
# Cases Age [55-59],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Age [60-64],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Age [65-69],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Age [70-74],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Age [75-79],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Age [80+],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Age [Unknown],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Exposed: Travel,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Exposed: Contact,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Exposed: No Known Contact,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Cases Exposed: Unknown,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
Total Cases: Male,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
Total Cases: Female,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
Total Cases: Unknown Sex,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
Link,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
Scrape Time,TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [0-19],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [20-29],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [30-39],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [40-49],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [50-59],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [60-69],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [70-79],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
# Deaths Age [80+],TRUE,../../../covid19-data/MO/data/data.csv,No,"Mixed dataset, unaligned headers and data"
State Name,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
State,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Report Date,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Report Time,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Total Cases,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Total Deaths,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Total Tested,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [0-19],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [20-24],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [25-29],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [30-34],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [35-39],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [40-44],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [45-49],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [50-54],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [55-59],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [60-64],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [65-69],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [70-74],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [75-79],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [80+],FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Cases Age [Unknown],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Cases Exposed: Travel,TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Cases Exposed: Contact,TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Cases Exposed: No Known Contact,TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Cases Exposed: Unknown,TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
Total Cases: Male,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Total Cases: Female,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Total Cases: Unknown Sex,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Link,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
Scrape Time,FALSE,../../../covid19-data/MO/data/data_preserved.csv,,
# Deaths Age [0-19],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Deaths Age [20-29],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Deaths Age [30-39],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Deaths Age [40-49],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Deaths Age [50-59],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Deaths Age [60-69],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Deaths Age [70-79],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
# Deaths Age [80+],TRUE,../../../covid19-data/MO/data/data_preserved.csv,No,Unavailable raw data
Case ID,FALSE,../../../covid19-data/MT/data/data_case.csv,,
Report Date,FALSE,../../../covid19-data/MT/data/data_case.csv,,
County Name,FALSE,../../../covid19-data/MT/data/data_case.csv,,
Age Category,FALSE,../../../covid19-data/MT/data/data_case.csv,,
Sex Category,FALSE,../../../covid19-data/MT/data/data_case.csv,,
Total Hospitalized,FALSE,../../../covid19-data/MT/data/data_case.csv,,
Case Status,FALSE,../../../covid19-data/MT/data/data_case.csv,,
MT Case (T/F),FALSE,../../../covid19-data/MT/data/data_case.csv,,
Scrape Time,FALSE,../../../covid19-data/MT/data/data_case.csv,,
County Name,FALSE,../../../covid19-data/MT/data/data_county.csv,,
FIPS,FALSE,../../../covid19-data/MT/data/data_county.csv,,
Report Date,FALSE,../../../covid19-data/MT/data/data_county.csv,,
Total Cases,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [0-9]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [0-9]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [0-9],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [10-19]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [10-19]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [10-19],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [20-29]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [20-29]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [20-29],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [30-39]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [30-39]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [30-39],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [40-49]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [40-49]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [40-49],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [50-59]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [50-59]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [50-59],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [60-69]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [60-69]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [60-69],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [70-79]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [70-79]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [70-79],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [80-89]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [80-89]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [80-89],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [90-99]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [90-99]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [90-99],FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [100+]: Female,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Cases Age [100+]: Male,FALSE,../../../covid19-data/MT/data/data_county.csv,,
# Tested Age [100+],FALSE,../../../covid19-data/MT/data/data_county.csv,,
Notes,TRUE,../../../covid19-data/MT/data/data_county.csv,No,Some have no notes
Scrape Time,FALSE,../../../covid19-data/MT/data/data_county.csv,,
County Name,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
FIPS,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
Report Date,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
Total Cases,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [0-9]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [0-9]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [0-9],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [10-19]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [10-19]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [10-19],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [20-29]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [20-29]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [20-29],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [30-39]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [30-39]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [30-39],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [40-49]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [40-49]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [40-49],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [50-59]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [50-59]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [50-59],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [60-69]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [60-69]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [60-69],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [70-79]: Female,TRUE,../../../covid19-data/MT/data/data_countyV1.csv,Yes,Glacier was making it null when it was supposed to be 0
# Cases Age [70-79]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [70-79],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [80-89]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [80-89]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [80-89],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [90-99]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [90-99]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [90-99],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [100+]: Female,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Cases Age [100+]: Male,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
# Tested Age [100+],FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
Notes,TRUE,../../../covid19-data/MT/data/data_countyV1.csv,No,Some have no notes
Scrape Time,FALSE,../../../covid19-data/MT/data/data_countyV1.csv,,
Test Date,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Total Tested: Last Day Count,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Total Tested,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Total Hospitalized,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Total Active Hospitalized,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Total Deaths,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Total Cases,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Total Recovered,FALSE,../../../covid19-data/MT/data/data_state.csv,,
Scrape Time,FALSE,../../../covid19-data/MT/data/data_state.csv,,
