,0,File
Age Category,False,../../../covid19-data/MO/data/age_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Cases,False,../../../covid19-data/MO/data/age_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Report Date,False,../../../covid19-data/MO/data/age_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Unknown,True,../../../covid19-data/MO/data/age_data.csv
Age Category,False,../../../covid19-data/MO/data/age_data.csv
Total Cases,False,../../../covid19-data/MO/data/age_data.csv
Report Date,False,../../../covid19-data/MO/data/age_data.csv
Unknown,True,../../../covid19-data/MO/data/age_data_preserved.csv
Age Category,False,../../../covid19-data/MO/data/age_data_preserved.csv
Total Cases,False,../../../covid19-data/MO/data/age_data_preserved.csv
Report Date,False,../../../covid19-data/MO/data/age_data_preserved.csv
County Name,False,../../../covid19-data/MO/data/county_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
State,False,../../../covid19-data/MO/data/county_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Deaths,True,../../../covid19-data/MO/data/county_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Cases: Positive,True,../../../covid19-data/MO/data/county_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
State Lab Tested: Positive,True,../../../covid19-data/MO/data/county_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Commercial Lab Tested: Positive,True,../../../covid19-data/MO/data/county_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Scrape Time,True,../../../covid19-data/MO/data/county_data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
County Name,False,../../../covid19-data/MO/data/county_data.csv
State,False,../../../covid19-data/MO/data/county_data.csv
Total Deaths,True,../../../covid19-data/MO/data/county_data.csv
Total Cases: Positive,True,../../../covid19-data/MO/data/county_data.csv
State Lab Tested: Positive,True,../../../covid19-data/MO/data/county_data.csv
Commercial Lab Tested: Positive,True,../../../covid19-data/MO/data/county_data.csv
Scrape Time,True,../../../covid19-data/MO/data/county_data.csv
County Name,True,../../../covid19-data/MO/data/county_data_preserved.csv
State,True,../../../covid19-data/MO/data/county_data_preserved.csv
Total Deaths,True,../../../covid19-data/MO/data/county_data_preserved.csv
Total Cases: Positive,True,../../../covid19-data/MO/data/county_data_preserved.csv
State Lab Tested: Positive,True,../../../covid19-data/MO/data/county_data_preserved.csv
Commercial Lab Tested: Positive,True,../../../covid19-data/MO/data/county_data_preserved.csv
Scrape Time,True,../../../covid19-data/MO/data/county_data_preserved.csv
State Name,False,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
State,False,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Report Date,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Report Time,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Cases,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Deaths,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Tested,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [0-19],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [20-24],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [25-29],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [30-34],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [35-39],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [40-44],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [45-49],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [50-54],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [55-59],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [60-64],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [65-69],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [70-74],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [75-79],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [80+],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Age [Unknown],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Exposed: Travel,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Exposed: Contact,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Exposed: No Known Contact,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Cases Exposed: Unknown,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Cases: Male,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Cases: Female,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Total Cases: Unknown Sex,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Link,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
Scrape Time,True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [0-19],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [20-29],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [30-39],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [40-49],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [50-59],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [60-69],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [70-79],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
# Deaths Age [80+],True,../../../covid19-data/MO/data/data (Armin Pourshafeie's conflicted copy 2020-05-11).csv
State Name,False,../../../covid19-data/MO/data/data.csv
State,False,../../../covid19-data/MO/data/data.csv
Report Date,False,../../../covid19-data/MO/data/data.csv
Report Time,False,../../../covid19-data/MO/data/data.csv
Total Cases,False,../../../covid19-data/MO/data/data.csv
Total Deaths,False,../../../covid19-data/MO/data/data.csv
Total Tested,False,../../../covid19-data/MO/data/data.csv
# Cases Age [0-19],False,../../../covid19-data/MO/data/data.csv
# Cases Age [20-24],False,../../../covid19-data/MO/data/data.csv
# Cases Age [25-29],False,../../../covid19-data/MO/data/data.csv
# Cases Age [30-34],False,../../../covid19-data/MO/data/data.csv
# Cases Age [35-39],False,../../../covid19-data/MO/data/data.csv
# Cases Age [40-44],False,../../../covid19-data/MO/data/data.csv
# Cases Age [45-49],False,../../../covid19-data/MO/data/data.csv
# Cases Age [50-54],False,../../../covid19-data/MO/data/data.csv
# Cases Age [55-59],True,../../../covid19-data/MO/data/data.csv
# Cases Age [60-64],True,../../../covid19-data/MO/data/data.csv
# Cases Age [65-69],True,../../../covid19-data/MO/data/data.csv
# Cases Age [70-74],True,../../../covid19-data/MO/data/data.csv
# Cases Age [75-79],True,../../../covid19-data/MO/data/data.csv
# Cases Age [80+],True,../../../covid19-data/MO/data/data.csv
# Cases Age [Unknown],True,../../../covid19-data/MO/data/data.csv
# Cases Exposed: Travel,True,../../../covid19-data/MO/data/data.csv
# Cases Exposed: Contact,True,../../../covid19-data/MO/data/data.csv
# Cases Exposed: No Known Contact,True,../../../covid19-data/MO/data/data.csv
# Cases Exposed: Unknown,True,../../../covid19-data/MO/data/data.csv
Total Cases: Male,True,../../../covid19-data/MO/data/data.csv
Total Cases: Female,True,../../../covid19-data/MO/data/data.csv
Total Cases: Unknown Sex,True,../../../covid19-data/MO/data/data.csv
Link,True,../../../covid19-data/MO/data/data.csv
Scrape Time,True,../../../covid19-data/MO/data/data.csv
# Deaths Age [0-19],True,../../../covid19-data/MO/data/data.csv
# Deaths Age [20-29],True,../../../covid19-data/MO/data/data.csv
# Deaths Age [30-39],True,../../../covid19-data/MO/data/data.csv
# Deaths Age [40-49],True,../../../covid19-data/MO/data/data.csv
# Deaths Age [50-59],True,../../../covid19-data/MO/data/data.csv
# Deaths Age [60-69],True,../../../covid19-data/MO/data/data.csv
# Deaths Age [70-79],True,../../../covid19-data/MO/data/data.csv
# Deaths Age [80+],True,../../../covid19-data/MO/data/data.csv
State Name,False,../../../covid19-data/MO/data/data_preserved.csv
State,False,../../../covid19-data/MO/data/data_preserved.csv
Report Date,False,../../../covid19-data/MO/data/data_preserved.csv
Report Time,False,../../../covid19-data/MO/data/data_preserved.csv
Total Cases,False,../../../covid19-data/MO/data/data_preserved.csv
Total Deaths,False,../../../covid19-data/MO/data/data_preserved.csv
Total Tested,False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [0-19],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [20-24],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [25-29],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [30-34],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [35-39],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [40-44],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [45-49],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [50-54],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [55-59],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [60-64],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [65-69],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [70-74],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [75-79],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [80+],False,../../../covid19-data/MO/data/data_preserved.csv
# Cases Age [Unknown],True,../../../covid19-data/MO/data/data_preserved.csv
# Cases Exposed: Travel,True,../../../covid19-data/MO/data/data_preserved.csv
# Cases Exposed: Contact,True,../../../covid19-data/MO/data/data_preserved.csv
# Cases Exposed: No Known Contact,True,../../../covid19-data/MO/data/data_preserved.csv
# Cases Exposed: Unknown,True,../../../covid19-data/MO/data/data_preserved.csv
Total Cases: Male,False,../../../covid19-data/MO/data/data_preserved.csv
Total Cases: Female,False,../../../covid19-data/MO/data/data_preserved.csv
Total Cases: Unknown Sex,False,../../../covid19-data/MO/data/data_preserved.csv
Link,False,../../../covid19-data/MO/data/data_preserved.csv
Scrape Time,False,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [0-19],True,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [20-29],True,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [30-39],True,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [40-49],True,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [50-59],True,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [60-69],True,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [70-79],True,../../../covid19-data/MO/data/data_preserved.csv
# Deaths Age [80+],True,../../../covid19-data/MO/data/data_preserved.csv
Case ID,False,../../../covid19-data/MT/data/data_case.csv
Report Date,False,../../../covid19-data/MT/data/data_case.csv
County Name,False,../../../covid19-data/MT/data/data_case.csv
Age Category,False,../../../covid19-data/MT/data/data_case.csv
Sex Category,False,../../../covid19-data/MT/data/data_case.csv
Total Hospitalized,False,../../../covid19-data/MT/data/data_case.csv
Case Status,False,../../../covid19-data/MT/data/data_case.csv
MT Case (T/F),False,../../../covid19-data/MT/data/data_case.csv
Scrape Time,False,../../../covid19-data/MT/data/data_case.csv
County Name,False,../../../covid19-data/MT/data/data_county.csv
FIPS,False,../../../covid19-data/MT/data/data_county.csv
Report Date,False,../../../covid19-data/MT/data/data_county.csv
Total Cases,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [0-9]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [0-9]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [0-9],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [10-19]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [10-19]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [10-19],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [20-29]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [20-29]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [20-29],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [30-39]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [30-39]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [30-39],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [40-49]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [40-49]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [40-49],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [50-59]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [50-59]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [50-59],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [60-69]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [60-69]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [60-69],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [70-79]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [70-79]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [70-79],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [80-89]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [80-89]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [80-89],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [90-99]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [90-99]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [90-99],False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [100+]: Female,False,../../../covid19-data/MT/data/data_county.csv
# Cases Age [100+]: Male,False,../../../covid19-data/MT/data/data_county.csv
# Tested Age [100+],False,../../../covid19-data/MT/data/data_county.csv
Notes,True,../../../covid19-data/MT/data/data_county.csv
Scrape Time,False,../../../covid19-data/MT/data/data_county.csv
County Name,False,../../../covid19-data/MT/data/data_countyV1.csv
FIPS,False,../../../covid19-data/MT/data/data_countyV1.csv
Report Date,False,../../../covid19-data/MT/data/data_countyV1.csv
Total Cases,False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [0-9]: Female,False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [0-9]: Male,False,../../../covid19-data/MT/data/data_countyV1.csv
# Tested Age [0-9],False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [10-19]: Female,False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [10-19]: Male,False,../../../covid19-data/MT/data/data_countyV1.csv
# Tested Age [10-19],False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [20-29]: Female,False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [20-29]: Male,False,../../../covid19-data/MT/data/data_countyV1.csv
# Tested Age [20-29],False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [30-39]: Female,False,../../../covid19-data/MT/data/data_countyV1.csv
# Cases Age [30-39]: Male,False,../../../covid19-data/MT/data/data_countyV1.csv
# Tested Age [30-39],False,../../../covid19-data/MT/data/data_countyV1.csv
