NAMELABEL,ALLFIPS,LAST_UPDATE,Total,F_0_9,M_0_9,T_0_9,F_10_19,M_10_19,T_10_19,F_20_29,M_20_29,T_20_29,F_30_39,M_30_39,T_30_39,F_40_49,M_40_49,T_40_49,F_50_59,M_50_59,T_50_59,F_60_69,M_60_69,T_60_69,F_70_79,M_70_79,T_70_79,F_80_89,M_80_89,T_80_89,F_90_99,M_90_99,T_90_99,F_100,M_100,T_100,Notes,Scrape_Time
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Ravalli,30081,12/30/09 19:00,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Roosevelt,30085,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,21:14.0
Glacier,30035,12/30/09 19:00,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Richland,30083,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,21:14.0
Gallatin,30031,2/6/19 19:00,119,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,6,9,15,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",53:52.5
Yellowstone,30111,10/14/16 20:00,48,0,0,0,0,2,2,8,7,15,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,53:52.5
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",53:52.5
Missoula,30063,2/6/19 19:00,25,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,1,1,0,1,1,0,0,0,0,0,0,,53:52.5
Toole,30101,12/30/09 19:00,17,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,1,3,0,1,1,1,1,2,2,0,2,2,0,2,0,0,0,,53:52.5
Lewis and Clark,30049,2/6/19 19:00,16,0,0,0,0,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,53:52.5
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,53:52.5
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,53:52.5
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,53:52.5
Park,30067,2/6/19 19:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,53:52.5
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,53:52.5
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,53:52.5
Carbon,30009,10/14/16 20:00,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Ravalli,30081,12/30/09 19:00,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Roosevelt,30085,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,53:52.5
Glacier,30035,12/30/09 19:00,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Richland,30083,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,53:52.5
Gallatin,30031,2/6/19 19:00,119,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,6,9,15,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",39:47.2
Yellowstone,30111,10/14/16 20:00,48,0,0,0,0,2,2,8,7,15,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,39:47.2
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",39:47.2
Missoula,30063,2/6/19 19:00,25,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,1,1,0,1,1,0,0,0,0,0,0,,39:47.2
Toole,30101,12/30/09 19:00,17,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,1,3,0,1,1,1,1,2,2,0,2,2,0,2,0,0,0,,39:47.2
Lewis and Clark,30049,2/6/19 19:00,16,0,0,0,0,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,39:47.2
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,39:47.2
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,39:47.2
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,39:47.2
Park,30067,2/6/19 19:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,39:47.2
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,39:47.2
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,39:47.2
Carbon,30009,10/14/16 20:00,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Ravalli,30081,12/30/09 19:00,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Roosevelt,30085,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,39:47.2
Glacier,30035,12/30/09 19:00,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Richland,30083,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,39:47.2
Gallatin,30031,2/6/19 19:00,119,0,1,1,2,1,3,15,13,28,11,14,25,10,8,18,6,9,15,8,16,24,3,0,3,2,0,2,0,0,0,0,0,0,"Male in 60s is California resident, Male in 20s is New Hampshire resident",22:16.8
Yellowstone,30111,10/14/16 20:00,48,0,0,0,0,2,2,8,7,15,1,3,4,4,4,8,5,4,9,3,3,6,0,1,1,1,2,3,0,0,0,0,0,0,,22:16.8
Flathead,30029,2/6/19 19:00,31,0,0,0,1,0,1,4,2,6,3,3,6,4,1,5,3,3,6,1,0,1,2,3,5,0,1,1,0,0,0,0,0,0,"One reported case of an out of state resident, male 50-59",22:16.8
Missoula,30063,2/6/19 19:00,25,0,0,0,0,0,0,4,2,6,3,3,6,1,2,3,1,4,5,2,1,3,0,1,1,0,1,1,0,0,0,0,0,0,,22:16.8
Toole,30101,12/30/09 19:00,17,0,0,0,1,0,1,3,0,3,2,0,2,1,0,1,2,1,3,0,1,1,1,1,2,2,0,2,2,0,2,0,0,0,,22:16.8
Lewis and Clark,30049,2/6/19 19:00,16,0,0,0,0,1,1,1,0,1,1,2,3,1,2,3,1,2,3,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,,22:16.8
Silver Bow,30093,12/30/09 19:00,11,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,2,3,4,1,5,0,1,1,0,0,0,0,0,0,0,0,0,,22:16.8
Cascade,30013,3/30/15 20:00,11,0,0,0,0,0,0,2,0,2,0,1,1,0,1,1,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,,22:16.8
Madison,30057,2/6/19 19:00,9,0,0,0,0,0,0,1,1,2,1,0,1,1,0,1,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,22:16.8
Park,30067,2/6/19 19:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Lincoln,30053,12/30/09 19:00,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,,22:16.8
Lake,30047,2/6/19 19:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,MT resident was exposed and isolated in Maryland,22:16.8
Broadwater,30007,9/8/15 20:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,,22:16.8
Carbon,30009,10/14/16 20:00,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Deer Lodge,30023,9/8/15 20:00,3,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Ravalli,30081,12/30/09 19:00,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Jefferson,30043,9/8/15 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Roosevelt,30085,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,22:16.8
Glacier,30035,12/30/09 19:00,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Richland,30083,10/14/16 20:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Beaverhead,30001,12/30/09 19:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Musselshell,30065,2/6/19 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Meagher,30059,9/8/15 20:00,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Hill,30041,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
Liberty,30051,12/30/09 19:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,22:16.8
