county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Trinity,0,0,0,0,3/18/20
Trinity,0,0,0,0,3/19/20
Trinity,0,0,0,0,3/20/20
Trinity,0,0,0,0,3/21/20
Trinity,0,0,0,0,3/22/20
Trinity,0,0,0,0,3/23/20
Trinity,0,0,0,0,3/24/20
Trinity,0,0,0,0,3/25/20
Trinity,0,0,0,0,3/26/20
Trinity,0,0,0,0,3/27/20
Trinity,0,0,0,0,3/28/20
Trinity,0,0,0,0,3/29/20
Trinity,0,0,0,0,3/30/20
Trinity,0,0,0,0,3/31/20
Trinity,0,0,0,0,4/1/20
Trinity,0,0,0,0,4/2/20
Trinity,0,0,0,0,4/3/20
Trinity,0,0,0,0,4/4/20
Trinity,0,0,0,0,4/5/20
Trinity,0,0,0,0,4/6/20
Trinity,0,0,0,0,4/7/20
Trinity,0,0,0,0,4/8/20
Trinity,0,0,0,0,4/9/20
Trinity,0,0,0,0,4/10/20
Trinity,0,0,0,0,4/11/20
Trinity,0,0,0,0,4/12/20
Trinity,0,0,0,0,4/13/20
Trinity,0,0,0,0,4/14/20
Trinity,0,0,0,0,4/15/20
Trinity,0,0,0,0,4/16/20
Trinity,0,0,0,0,4/17/20
Trinity,0,0,0,0,4/18/20
Trinity,0,0,0,0,4/19/20
Trinity,0,0,0,0,4/20/20
Trinity,0,0,0,0,4/21/20
Trinity,0,0,0,0,4/22/20
Trinity,0,0,0,0,4/23/20
Trinity,0,0,0,0,4/24/20
Trinity,0,0,0,0,4/25/20
Trinity,0,0,0,0,4/26/20
Trinity,0,0,0,0,4/27/20
Trinity,0,0,0,0,4/28/20
Trinity,0,0,0,0,4/29/20
Trinity,0,0,0,0,4/30/20
Trinity,0,0,0,0,5/1/20
Trinity,0,0,0,0,5/2/20
Trinity,0,0,0,0,5/3/20
Trinity,0,0,0,0,5/4/20
Trinity,0,0,0,0,5/5/20
Trinity,0,0,0,0,5/6/20
Trinity,0,0,0,0,5/7/20
Trinity,0,0,0,0,5/8/20
Trinity,1,0,1,0,5/9/20
Trinity,1,0,0,0,5/10/20
Trinity,1,0,0,0,5/11/20
Trinity,1,0,0,0,5/12/20
Trinity,2,0,1,0,5/13/20
Trinity,1,0,-1,0,5/14/20
Trinity,1,0,0,0,5/15/20
Trinity,1,0,0,0,5/16/20
Trinity,1,0,0,0,5/17/20
Trinity,1,0,0,0,5/18/20
Trinity,1,0,0,0,5/19/20
Trinity,1,0,0,0,5/20/20
Trinity,1,0,0,0,5/21/20
Trinity,1,0,0,0,5/22/20
Trinity,1,0,0,0,5/23/20
Trinity,1,0,0,0,5/24/20
Trinity,1,0,0,0,5/25/20
Trinity,1,0,0,0,5/26/20
Trinity,1,0,0,0,5/27/20
Trinity,1,0,0,0,5/28/20
Trinity,1,0,0,0,5/29/20
Trinity,1,0,0,0,5/30/20
Trinity,1,0,0,0,5/31/20
Trinity,1,0,0,0,6/1/20
Trinity,1,0,0,0,6/2/20
Trinity,1,0,0,0,6/3/20
Trinity,1,0,0,0,6/4/20
Trinity,1,0,0,0,6/5/20
Trinity,2,0,1,0,6/6/20
Trinity,2,0,0,0,6/7/20
Trinity,2,0,0,0,6/8/20
Trinity,2,0,0,0,6/9/20
Trinity,2,0,0,0,6/10/20
Trinity,2,0,0,0,6/11/20
Trinity,2,0,0,0,6/12/20
Trinity,2,0,0,0,6/13/20
Trinity,2,0,0,0,6/14/20
Trinity,2,0,0,0,6/15/20
Trinity,2,0,0,0,6/16/20
Trinity,2,0,0,0,6/17/20
Trinity,2,0,0,0,6/18/20
Trinity,2,0,0,0,6/19/20
Trinity,2,0,0,0,6/20/20
Trinity,2,0,0,0,6/21/20
Trinity,2,0,0,0,6/22/20
Trinity,2,0,0,0,6/23/20
Trinity,2,0,0,0,6/24/20
Trinity,2,0,0,0,6/25/20
Trinity,2,0,0,0,6/26/20
Trinity,2,0,0,0,6/27/20
Trinity,2,0,0,0,6/28/20
Mariposa,0,0,0,0,3/18/20
Mariposa,0,0,0,0,3/19/20
Mariposa,0,0,0,0,3/20/20
Mariposa,0,0,0,0,3/21/20
Mariposa,0,0,0,0,3/22/20
Mariposa,0,0,0,0,3/23/20
Mariposa,0,0,0,0,3/24/20
Mariposa,0,0,0,0,3/25/20
Mariposa,0,0,0,0,3/26/20
Mariposa,0,0,0,0,3/27/20
Mariposa,0,0,0,0,3/28/20
Mariposa,0,0,0,0,3/29/20
Mariposa,0,0,0,0,3/30/20
Mariposa,0,0,0,0,3/31/20
Mariposa,0,0,0,0,4/1/20
Mariposa,0,0,0,0,4/2/20
Mariposa,0,0,0,0,4/3/20
Mariposa,0,0,0,0,4/4/20
Mariposa,0,0,0,0,4/5/20
Mariposa,0,0,0,0,4/6/20
Mariposa,0,0,0,0,4/7/20
Mariposa,0,0,0,0,4/8/20
Mariposa,0,0,0,0,4/9/20
Mariposa,0,0,0,0,4/10/20
Mariposa,0,0,0,0,4/11/20
Mariposa,0,0,0,0,4/12/20
Mariposa,0,0,0,0,4/13/20
Mariposa,0,0,0,0,4/14/20
Mariposa,0,0,0,0,4/15/20
Mariposa,1,0,1,0,4/16/20
Mariposa,0,0,-1,0,4/17/20
Mariposa,0,0,0,0,4/18/20
Mariposa,0,0,0,0,4/19/20
Mariposa,0,0,0,0,4/20/20
Mariposa,0,0,0,0,4/21/20
Mariposa,0,0,0,0,4/22/20
Mariposa,0,0,0,0,4/23/20
Mariposa,0,0,0,0,4/24/20
Mariposa,0,0,0,0,4/25/20
Mariposa,0,0,0,0,4/26/20
Mariposa,0,0,0,0,4/27/20
Mariposa,0,0,0,0,4/28/20
Mariposa,1,0,1,0,4/29/20
Mariposa,3,0,2,0,4/30/20
Mariposa,10,0,7,0,5/1/20
Mariposa,13,0,3,0,5/2/20
Mariposa,13,0,0,0,5/3/20
Mariposa,13,0,0,0,5/4/20
Mariposa,14,0,1,0,5/5/20
Mariposa,14,0,0,0,5/6/20
Mariposa,15,0,1,0,5/7/20
Mariposa,15,0,0,0,5/8/20
Mariposa,15,0,0,0,5/9/20
Mariposa,15,0,0,0,5/10/20
Mariposa,15,0,0,0,5/11/20
Mariposa,15,0,0,0,5/12/20
Mariposa,15,0,0,0,5/13/20
Mariposa,15,0,0,0,5/14/20
Mariposa,15,0,0,0,5/15/20
Mariposa,15,1,0,1,5/16/20
Mariposa,15,1,0,0,5/17/20
Mariposa,15,1,0,0,5/18/20
Mariposa,15,1,0,0,5/19/20
Mariposa,15,1,0,0,5/20/20
Mariposa,15,1,0,0,5/21/20
Mariposa,15,1,0,0,5/22/20
Mariposa,15,1,0,0,5/23/20
Mariposa,15,1,0,0,5/24/20
Mariposa,15,1,0,0,5/25/20
Mariposa,16,1,1,0,5/26/20
Mariposa,16,1,0,0,5/27/20
Mariposa,16,1,0,0,5/28/20
Mariposa,16,1,0,0,5/29/20
Mariposa,16,1,0,0,5/30/20
Mariposa,16,1,0,0,5/31/20
Mariposa,16,1,0,0,6/1/20
Mariposa,16,1,0,0,6/2/20
Mariposa,16,1,0,0,6/3/20
Mariposa,16,1,0,0,6/4/20
Mariposa,16,1,0,0,6/5/20
Mariposa,16,1,0,0,6/6/20
Mariposa,16,1,0,0,6/7/20
Mariposa,16,1,0,0,6/8/20
Mariposa,16,1,0,0,6/9/20
Mariposa,16,1,0,0,6/10/20
Mariposa,16,1,0,0,6/11/20
Mariposa,16,1,0,0,6/12/20
Mariposa,16,1,0,0,6/13/20
Mariposa,16,1,0,0,6/14/20
Mariposa,17,1,1,0,6/15/20
Mariposa,17,1,0,0,6/16/20
Mariposa,18,1,1,0,6/17/20
Mariposa,18,1,0,0,6/18/20
Mariposa,18,1,0,0,6/19/20
Mariposa,18,1,0,0,6/20/20
Mariposa,18,1,0,0,6/21/20
Mariposa,18,1,0,0,6/22/20
Mariposa,18,1,0,0,6/23/20
Mariposa,19,1,1,0,6/24/20
Mariposa,20,1,1,0,6/25/20
Mariposa,21,1,1,0,6/26/20
Mariposa,22,1,1,0,6/27/20
Mariposa,24,1,2,0,6/28/20
El Dorado,0,0,0,0,3/18/20
El Dorado,0,0,0,0,3/19/20
El Dorado,1,0,1,0,3/20/20
El Dorado,1,0,0,0,3/21/20
El Dorado,1,0,0,0,3/22/20
El Dorado,3,0,2,0,3/23/20
El Dorado,3,0,0,0,3/24/20
El Dorado,5,0,2,0,3/25/20
El Dorado,7,0,2,0,3/26/20
El Dorado,9,0,2,0,3/27/20
El Dorado,9,0,0,0,3/28/20
El Dorado,9,0,0,0,3/29/20
El Dorado,11,0,2,0,3/30/20
El Dorado,14,0,3,0,3/31/20
El Dorado,14,0,0,0,4/1/20
El Dorado,16,0,2,0,4/2/20
El Dorado,16,0,0,0,4/3/20
El Dorado,19,0,3,0,4/4/20
El Dorado,19,0,0,0,4/5/20
El Dorado,23,0,4,0,4/6/20
El Dorado,22,0,-1,0,4/7/20
El Dorado,25,0,3,0,4/8/20
El Dorado,25,0,0,0,4/9/20
El Dorado,26,0,1,0,4/10/20
El Dorado,29,0,3,0,4/11/20
El Dorado,28,0,-1,0,4/12/20
El Dorado,30,0,2,0,4/13/20
El Dorado,30,0,0,0,4/14/20
El Dorado,33,0,3,0,4/15/20
El Dorado,34,0,1,0,4/16/20
El Dorado,35,0,1,0,4/17/20
El Dorado,36,0,1,0,4/18/20
El Dorado,36,0,0,0,4/19/20
El Dorado,36,0,0,0,4/20/20
El Dorado,36,0,0,0,4/21/20
El Dorado,39,0,3,0,4/22/20
El Dorado,39,0,0,0,4/23/20
El Dorado,41,0,2,0,4/24/20
El Dorado,41,0,0,0,4/25/20
El Dorado,41,0,0,0,4/26/20
El Dorado,43,0,2,0,4/27/20
El Dorado,43,0,0,0,4/28/20
El Dorado,44,0,1,0,4/29/20
El Dorado,44,0,0,0,4/30/20
El Dorado,47,0,3,0,5/1/20
El Dorado,47,0,0,0,5/2/20
El Dorado,49,0,2,0,5/3/20
El Dorado,51,0,2,0,5/4/20
El Dorado,54,0,3,0,5/5/20
El Dorado,53,0,-1,0,5/6/20
El Dorado,54,0,1,0,5/7/20
El Dorado,54,0,0,0,5/8/20
El Dorado,54,0,0,0,5/9/20
El Dorado,55,0,1,0,5/10/20
El Dorado,55,0,0,0,5/11/20
El Dorado,56,0,1,0,5/12/20
El Dorado,58,0,2,0,5/13/20
El Dorado,59,0,1,0,5/14/20
El Dorado,64,0,5,0,5/15/20
El Dorado,65,0,1,0,5/16/20
El Dorado,65,0,0,0,5/17/20
El Dorado,67,0,2,0,5/18/20
El Dorado,67,0,0,0,5/19/20
El Dorado,67,0,0,0,5/20/20
El Dorado,67,0,0,0,5/21/20
El Dorado,74,0,7,0,5/22/20
El Dorado,74,0,0,0,5/23/20
El Dorado,76,0,2,0,5/24/20
El Dorado,78,0,2,0,5/25/20
El Dorado,79,0,1,0,5/26/20
El Dorado,82,0,3,0,5/27/20
El Dorado,82,0,0,0,5/28/20
El Dorado,85,0,3,0,5/29/20
El Dorado,86,0,1,0,5/30/20
El Dorado,88,0,2,0,5/31/20
El Dorado,88,0,0,0,6/1/20
El Dorado,88,0,0,0,6/2/20
El Dorado,90,0,2,0,6/3/20
El Dorado,101,0,11,0,6/4/20
El Dorado,101,0,0,0,6/5/20
El Dorado,104,0,3,0,6/6/20
El Dorado,104,0,0,0,6/7/20
El Dorado,107,0,3,0,6/8/20
El Dorado,108,0,1,0,6/9/20
El Dorado,109,0,1,0,6/10/20
El Dorado,109,0,0,0,6/11/20
El Dorado,110,0,1,0,6/12/20
El Dorado,110,0,0,0,6/13/20
El Dorado,110,0,0,0,6/14/20
El Dorado,114,0,4,0,6/15/20
El Dorado,115,0,1,0,6/16/20
El Dorado,116,0,1,0,6/17/20
El Dorado,121,0,5,0,6/18/20
El Dorado,124,0,3,0,6/19/20
El Dorado,130,0,6,0,6/20/20
El Dorado,132,0,2,0,6/21/20
El Dorado,137,0,5,0,6/22/20
El Dorado,142,0,5,0,6/23/20
El Dorado,149,0,7,0,6/24/20
El Dorado,150,0,1,0,6/25/20
El Dorado,159,0,9,0,6/26/20
El Dorado,159,0,0,0,6/27/20
El Dorado,162,0,3,0,6/28/20
Sonoma,6,0,6,0,3/18/20
Sonoma,8,0,2,0,3/19/20
Sonoma,7,0,-1,0,3/20/20
Sonoma,15,1,8,1,3/21/20
Sonoma,18,1,3,0,3/22/20
Sonoma,19,1,1,0,3/23/20
Sonoma,27,1,8,0,3/24/20
Sonoma,31,1,4,0,3/25/20
Sonoma,33,1,2,0,3/26/20
Sonoma,35,1,2,0,3/27/20
Sonoma,35,1,0,0,3/28/20
Sonoma,35,1,0,0,3/29/20
Sonoma,57,1,22,0,3/30/20
Sonoma,58,1,1,0,3/31/20
Sonoma,60,1,2,0,4/1/20
Sonoma,76,1,16,0,4/2/20
Sonoma,84,1,8,0,4/3/20
Sonoma,88,1,4,0,4/4/20
Sonoma,88,1,0,0,4/5/20
Sonoma,102,1,14,0,4/6/20
Sonoma,102,1,0,0,4/7/20
Sonoma,107,1,5,0,4/8/20
Sonoma,113,1,6,0,4/9/20
Sonoma,129,2,16,1,4/10/20
Sonoma,131,2,2,0,4/11/20
Sonoma,131,2,0,0,4/12/20
Sonoma,133,2,2,0,4/13/20
Sonoma,133,2,0,0,4/14/20
Sonoma,140,2,7,0,4/15/20
Sonoma,145,2,5,0,4/16/20
Sonoma,167,2,22,0,4/17/20
Sonoma,168,2,1,0,4/18/20
Sonoma,172,2,4,0,4/19/20
Sonoma,178,2,6,0,4/20/20
Sonoma,182,2,4,0,4/21/20
Sonoma,185,2,3,0,4/22/20
Sonoma,187,2,2,0,4/23/20
Sonoma,199,2,12,0,4/24/20
Sonoma,199,2,0,0,4/25/20
Sonoma,216,2,17,0,4/26/20
Sonoma,220,2,4,0,4/27/20
Sonoma,226,2,6,0,4/28/20
Sonoma,230,2,4,0,4/29/20
Sonoma,233,3,3,1,4/30/20
Sonoma,242,3,9,0,5/1/20
Sonoma,250,3,8,0,5/2/20
Sonoma,254,4,4,1,5/3/20
Sonoma,256,4,2,0,5/4/20
Sonoma,263,4,7,0,5/5/20
Sonoma,269,4,6,0,5/6/20
Sonoma,282,4,13,0,5/7/20
Sonoma,285,4,3,0,5/8/20
Sonoma,288,4,3,0,5/9/20
Sonoma,290,4,2,0,5/10/20
Sonoma,303,5,13,1,5/11/20
Sonoma,308,4,5,-1,5/12/20
Sonoma,330,4,22,0,5/13/20
Sonoma,333,4,3,0,5/14/20
Sonoma,349,4,16,0,5/15/20
Sonoma,356,4,7,0,5/16/20
Sonoma,376,4,20,0,5/17/20
Sonoma,387,4,11,0,5/18/20
Sonoma,389,4,2,0,5/19/20
Sonoma,411,4,22,0,5/20/20
Sonoma,427,4,16,0,5/21/20
Sonoma,444,4,17,0,5/22/20
Sonoma,462,4,18,0,5/23/20
Sonoma,485,4,23,0,5/24/20
Sonoma,496,4,11,0,5/25/20
Sonoma,509,4,13,0,5/26/20
Sonoma,521,4,12,0,5/27/20
Sonoma,529,4,8,0,5/28/20
Sonoma,537,4,8,0,5/29/20
Sonoma,551,4,14,0,5/30/20
Sonoma,555,4,4,0,5/31/20
Sonoma,565,4,10,0,6/1/20
Sonoma,571,4,6,0,6/2/20
Sonoma,578,4,7,0,6/3/20
Sonoma,591,4,13,0,6/4/20
Sonoma,618,4,27,0,6/5/20
Sonoma,622,4,4,0,6/6/20
Sonoma,639,4,17,0,6/7/20
Sonoma,654,4,15,0,6/8/20
Sonoma,661,4,7,0,6/9/20
Sonoma,673,4,12,0,6/10/20
Sonoma,682,4,9,0,6/11/20
Sonoma,696,4,14,0,6/12/20
Sonoma,711,4,15,0,6/13/20
Sonoma,724,4,13,0,6/14/20
Sonoma,726,4,2,0,6/15/20
Sonoma,739,4,13,0,6/16/20
Sonoma,748,4,9,0,6/17/20
Sonoma,789,4,41,0,6/18/20
Sonoma,803,4,14,0,6/19/20
Sonoma,806,4,3,0,6/20/20
Sonoma,836,4,30,0,6/21/20
Sonoma,860,5,24,1,6/22/20
Sonoma,912,5,52,0,6/23/20
Sonoma,933,5,21,0,6/24/20
Sonoma,953,5,20,0,6/25/20
Sonoma,977,5,24,0,6/26/20
Sonoma,1004,5,27,0,6/27/20
Sonoma,1084,5,80,0,6/28/20
Shasta,1,0,1,0,3/18/20
Shasta,1,0,0,0,3/19/20
Shasta,1,0,0,0,3/20/20
Shasta,1,0,0,0,3/21/20
Shasta,1,0,0,0,3/22/20
Shasta,2,0,1,0,3/23/20
Shasta,3,0,1,0,3/24/20
Shasta,3,1,0,1,3/25/20
Shasta,3,1,0,0,3/26/20
Shasta,3,1,0,0,3/27/20
Shasta,4,1,1,0,3/28/20
Shasta,4,1,0,0,3/29/20
Shasta,4,1,0,0,3/30/20
Shasta,5,1,1,0,3/31/20
Shasta,5,1,0,0,4/1/20
Shasta,7,1,2,0,4/2/20
Shasta,10,1,3,0,4/3/20
Shasta,11,2,1,1,4/4/20
Shasta,11,2,0,0,4/5/20
Shasta,16,3,5,1,4/6/20
Shasta,16,3,0,0,4/7/20
Shasta,18,3,2,0,4/8/20
Shasta,22,3,4,0,4/9/20
Shasta,24,3,2,0,4/10/20
Shasta,24,3,0,0,4/11/20
Shasta,24,3,0,0,4/12/20
Shasta,24,3,0,0,4/13/20
Shasta,24,3,0,0,4/14/20
Shasta,25,3,1,0,4/15/20
Shasta,25,3,0,0,4/16/20
Shasta,26,3,1,0,4/17/20
Shasta,26,3,0,0,4/18/20
Shasta,26,3,0,0,4/19/20
Shasta,26,3,0,0,4/20/20
Shasta,26,3,0,0,4/21/20
Shasta,26,3,0,0,4/22/20
Shasta,27,3,1,0,4/23/20
Shasta,28,4,1,1,4/24/20
Shasta,29,4,1,0,4/25/20
Shasta,29,4,0,0,4/26/20
Shasta,29,4,0,0,4/27/20
Shasta,29,4,0,0,4/28/20
Shasta,31,4,2,0,4/29/20
Shasta,31,4,0,0,4/30/20
Shasta,31,4,0,0,5/1/20
Shasta,31,4,0,0,5/2/20
Shasta,31,4,0,0,5/3/20
Shasta,31,4,0,0,5/4/20
Shasta,31,4,0,0,5/5/20
Shasta,31,4,0,0,5/6/20
Shasta,31,4,0,0,5/7/20
Shasta,31,4,0,0,5/8/20
Shasta,31,4,0,0,5/9/20
Shasta,31,4,0,0,5/10/20
Shasta,31,4,0,0,5/11/20
Shasta,33,4,2,0,5/12/20
Shasta,32,4,-1,0,5/13/20
Shasta,33,4,1,0,5/14/20
Shasta,33,4,0,0,5/15/20
Shasta,33,4,0,0,5/16/20
Shasta,34,4,1,0,5/17/20
Shasta,34,4,0,0,5/18/20
Shasta,34,4,0,0,5/19/20
Shasta,34,4,0,0,5/20/20
Shasta,34,4,0,0,5/21/20
Shasta,34,4,0,0,5/22/20
Shasta,35,4,1,0,5/23/20
Shasta,36,4,1,0,5/24/20
Shasta,36,4,0,0,5/25/20
Shasta,36,4,0,0,5/26/20
Shasta,36,4,0,0,5/27/20
Shasta,36,4,0,0,5/28/20
Shasta,36,4,0,0,5/29/20
Shasta,36,4,0,0,5/30/20
Shasta,38,4,2,0,5/31/20
Shasta,38,4,0,0,6/1/20
Shasta,38,4,0,0,6/2/20
Shasta,40,4,2,0,6/3/20
Shasta,40,4,0,0,6/4/20
Shasta,40,4,0,0,6/5/20
Shasta,40,4,0,0,6/6/20
Shasta,41,4,1,0,6/7/20
Shasta,43,4,2,0,6/8/20
Shasta,44,4,1,0,6/9/20
Shasta,45,4,1,0,6/10/20
Shasta,47,5,2,1,6/11/20
Shasta,48,5,1,0,6/12/20
Shasta,48,5,0,0,6/13/20
Shasta,48,5,0,0,6/14/20
Shasta,50,4,2,-1,6/15/20
Shasta,51,4,1,0,6/16/20
Shasta,51,4,0,0,6/17/20
Shasta,51,4,0,0,6/18/20
Shasta,58,4,7,0,6/19/20
Shasta,66,5,8,1,6/20/20
Shasta,75,5,9,0,6/21/20
Shasta,77,5,2,0,6/22/20
Shasta,81,5,4,0,6/23/20
Shasta,83,5,2,0,6/24/20
Shasta,84,5,1,0,6/25/20
Shasta,86,5,2,0,6/26/20
Shasta,87,5,1,0,6/27/20
Shasta,89,5,2,0,6/28/20
Lassen,0,0,0,0,3/18/20
Lassen,0,0,0,0,3/19/20
Lassen,0,0,0,0,3/20/20
Lassen,0,0,0,0,3/21/20
Lassen,0,0,0,0,3/22/20
Lassen,0,0,0,0,3/23/20
Lassen,0,0,0,0,3/24/20
Lassen,0,0,0,0,3/25/20
Lassen,0,0,0,0,3/26/20
Lassen,0,0,0,0,3/27/20
Lassen,0,0,0,0,3/28/20
Lassen,0,0,0,0,3/29/20
Lassen,0,0,0,0,3/30/20
Lassen,0,0,0,0,3/31/20
Lassen,0,0,0,0,4/1/20
Lassen,0,0,0,0,4/2/20
Lassen,0,0,0,0,4/3/20
Lassen,0,0,0,0,4/4/20
Lassen,0,0,0,0,4/5/20
Lassen,0,0,0,0,4/6/20
Lassen,0,0,0,0,4/7/20
Lassen,0,0,0,0,4/8/20
Lassen,0,0,0,0,4/9/20
Lassen,0,0,0,0,4/10/20
Lassen,0,0,0,0,4/11/20
Lassen,0,0,0,0,4/12/20
Lassen,0,0,0,0,4/13/20
Lassen,0,0,0,0,4/14/20
Lassen,0,0,0,0,4/15/20
Lassen,0,0,0,0,4/16/20
Lassen,0,0,0,0,4/17/20
Lassen,0,0,0,0,4/18/20
Lassen,0,0,0,0,4/19/20
Lassen,0,0,0,0,4/20/20
Lassen,0,0,0,0,4/21/20
Lassen,0,0,0,0,4/22/20
Lassen,0,0,0,0,4/23/20
Lassen,0,0,0,0,4/24/20
Lassen,0,0,0,0,4/25/20
Lassen,0,0,0,0,4/26/20
Lassen,0,0,0,0,4/27/20
Lassen,0,0,0,0,4/28/20
Lassen,0,0,0,0,4/29/20
Lassen,0,0,0,0,4/30/20
Lassen,0,0,0,0,5/1/20
Lassen,0,0,0,0,5/2/20
Lassen,0,0,0,0,5/3/20
Lassen,0,0,0,0,5/4/20
Lassen,0,0,0,0,5/5/20
Lassen,0,0,0,0,5/6/20
Lassen,0,0,0,0,5/7/20
Lassen,0,0,0,0,5/8/20
Lassen,0,0,0,0,5/9/20
Lassen,0,0,0,0,5/10/20
Lassen,0,0,0,0,5/11/20
Lassen,0,0,0,0,5/12/20
Lassen,0,0,0,0,5/13/20
Lassen,0,0,0,0,5/14/20
Lassen,0,0,0,0,5/15/20
Lassen,0,0,0,0,5/16/20
Lassen,0,0,0,0,5/17/20
Lassen,0,0,0,0,5/18/20
Lassen,0,0,0,0,5/19/20
Lassen,0,0,0,0,5/20/20
Lassen,0,0,0,0,5/21/20
Lassen,0,0,0,0,5/22/20
Lassen,0,0,0,0,5/23/20
Lassen,0,0,0,0,5/24/20
Lassen,0,0,0,0,5/25/20
Lassen,0,0,0,0,5/26/20
Lassen,0,0,0,0,5/27/20
Lassen,0,0,0,0,5/28/20
Lassen,0,0,0,0,5/29/20
Lassen,4,0,4,0,5/30/20
Lassen,4,0,0,0,5/31/20
Lassen,4,0,0,0,6/1/20
Lassen,4,0,0,0,6/2/20
Lassen,4,0,0,0,6/3/20
Lassen,4,0,0,0,6/4/20
Lassen,4,0,0,0,6/5/20
Lassen,4,0,0,0,6/6/20
Lassen,4,0,0,0,6/7/20
Lassen,4,0,0,0,6/8/20
Lassen,5,0,1,0,6/9/20
Lassen,5,0,0,0,6/10/20
Lassen,5,0,0,0,6/11/20
Lassen,5,0,0,0,6/12/20
Lassen,5,0,0,0,6/13/20
Lassen,5,0,0,0,6/14/20
Lassen,5,0,0,0,6/15/20
Lassen,5,0,0,0,6/16/20
Lassen,5,0,0,0,6/17/20
Lassen,5,0,0,0,6/18/20
Lassen,7,0,2,0,6/19/20
Lassen,7,0,0,0,6/20/20
Lassen,7,0,0,0,6/21/20
Lassen,7,0,0,0,6/22/20
Lassen,9,0,2,0,6/23/20
Lassen,9,0,0,0,6/24/20
Lassen,13,0,4,0,6/25/20
Lassen,30,0,17,0,6/26/20
Lassen,33,0,3,0,6/27/20
Lassen,77,0,44,0,6/28/20
Colusa,0,0,0,0,3/18/20
Colusa,0,0,0,0,3/19/20
Colusa,0,0,0,0,3/20/20
Colusa,0,0,0,0,3/21/20
Colusa,0,0,0,0,3/22/20
Colusa,0,0,0,0,3/23/20
Colusa,0,0,0,0,3/24/20
Colusa,0,0,0,0,3/25/20
Colusa,0,0,0,0,3/26/20
Colusa,0,0,0,0,3/27/20
Colusa,1,0,1,0,3/28/20
Colusa,1,0,0,0,3/29/20
Colusa,1,0,0,0,3/30/20
Colusa,1,0,0,0,3/31/20
Colusa,1,0,0,0,4/1/20
Colusa,1,0,0,0,4/2/20
Colusa,1,0,0,0,4/3/20
Colusa,1,0,0,0,4/4/20
Colusa,1,0,0,0,4/5/20
Colusa,1,0,0,0,4/6/20
Colusa,2,0,1,0,4/7/20
Colusa,3,0,1,0,4/8/20
Colusa,3,0,0,0,4/9/20
Colusa,3,0,0,0,4/10/20
Colusa,3,0,0,0,4/11/20
Colusa,3,0,0,0,4/12/20
Colusa,3,0,0,0,4/13/20
Colusa,3,0,0,0,4/14/20
Colusa,3,0,0,0,4/15/20
Colusa,3,0,0,0,4/16/20
Colusa,3,0,0,0,4/17/20
Colusa,3,0,0,0,4/18/20
Colusa,3,0,0,0,4/19/20
Colusa,3,0,0,0,4/20/20
Colusa,3,0,0,0,4/21/20
Colusa,3,0,0,0,4/22/20
Colusa,3,0,0,0,4/23/20
Colusa,3,0,0,0,4/24/20
Colusa,3,0,0,0,4/25/20
Colusa,3,0,0,0,4/26/20
Colusa,3,0,0,0,4/27/20
Colusa,3,0,0,0,4/28/20
Colusa,3,0,0,0,4/29/20
Colusa,3,0,0,0,4/30/20
Colusa,3,0,0,0,5/1/20
Colusa,3,0,0,0,5/2/20
Colusa,3,0,0,0,5/3/20
Colusa,3,0,0,0,5/4/20
Colusa,3,0,0,0,5/5/20
Colusa,3,0,0,0,5/6/20
Colusa,3,0,0,0,5/7/20
Colusa,3,0,0,0,5/8/20
Colusa,3,0,0,0,5/9/20
Colusa,3,0,0,0,5/10/20
Colusa,3,0,0,0,5/11/20
Colusa,3,0,0,0,5/12/20
Colusa,3,0,0,0,5/13/20
Colusa,3,0,0,0,5/14/20
Colusa,3,0,0,0,5/15/20
Colusa,3,0,0,0,5/16/20
Colusa,3,0,0,0,5/17/20
Colusa,3,0,0,0,5/18/20
Colusa,3,0,0,0,5/19/20
Colusa,3,0,0,0,5/20/20
Colusa,4,0,1,0,5/21/20
Colusa,4,0,0,0,5/22/20
Colusa,4,0,0,0,5/23/20
Colusa,4,0,0,0,5/24/20
Colusa,4,0,0,0,5/25/20
Colusa,4,0,0,0,5/26/20
Colusa,5,0,1,0,5/27/20
Colusa,5,0,0,0,5/28/20
Colusa,5,0,0,0,5/29/20
Colusa,5,0,0,0,5/30/20
Colusa,5,0,0,0,5/31/20
Colusa,7,0,2,0,6/1/20
Colusa,7,0,0,0,6/2/20
Colusa,7,0,0,0,6/3/20
Colusa,7,0,0,0,6/4/20
Colusa,7,0,0,0,6/5/20
Colusa,7,0,0,0,6/6/20
Colusa,7,0,0,0,6/7/20
Colusa,7,0,0,0,6/8/20
Colusa,7,0,0,0,6/9/20
Colusa,7,0,0,0,6/10/20
Colusa,7,0,0,0,6/11/20
Colusa,7,0,0,0,6/12/20
Colusa,7,0,0,0,6/13/20
Colusa,7,0,0,0,6/14/20
Colusa,7,0,0,0,6/15/20
Colusa,7,0,0,0,6/16/20
Colusa,7,0,0,0,6/17/20
Colusa,7,0,0,0,6/18/20
Colusa,7,0,0,0,6/19/20
Colusa,7,0,0,0,6/20/20
Colusa,7,0,0,0,6/21/20
Colusa,7,0,0,0,6/22/20
Colusa,7,0,0,0,6/23/20
Colusa,11,0,4,0,6/24/20
