county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Mendocino,09/30/20,6.0,1.0,7.0,150.0,2.0,0.0,3.0
Monterey,09/30/20,27.0,0.0,27.0,702.0,8.0,0.0,25.0
Glenn,09/30/20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Modoc,09/30/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
San Joaquin,09/30/20,35.0,16.0,51.0,1008.0,14.0,2.0,40.0
Alameda,09/30/20,84.0,32.0,116.0,2415.0,27.0,2.0,121.0
Riverside,09/30/20,119.0,45.0,164.0,3370.0,40.0,10.0,122.0
Siskiyou,09/30/20,0.0,0.0,0.0,56.0,0.0,0.0,8.0
Shasta,09/30/20,8.0,1.0,9.0,561.0,1.0,0.0,4.0
Kings,09/30/20,15.0,0.0,15.0,193.0,2.0,0.0,12.0
San Francisco,09/30/20,64.0,10.0,74.0,1881.0,15.0,2.0,75.0
Kern,09/30/20,70.0,5.0,75.0,1336.0,14.0,0.0,56.0
Mariposa,09/30/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Amador,09/30/20,1.0,0.0,1.0,51.0,1.0,0.0,2.0
Fresno,09/30/20,80.0,26.0,106.0,1562.0,22.0,1.0,21.0
Tulare,09/30/20,39.0,9.0,48.0,677.0,8.0,1.0,20.0
Inyo,09/30/20,0.0,1.0,1.0,29.0,0.0,0.0,4.0
Sonoma,09/30/20,15.0,5.0,20.0,509.0,6.0,0.0,7.0
Tuolumne,10/01/20,0.0,0.0,0.0,84.0,0.0,0.0,2.0
San Benito,10/01/20,1.0,0.0,1.0,25.0,1.0,0.0,2.0
Contra Costa,10/01/20,31.0,17.0,48.0,1505.0,10.0,2.0,44.0
Yuba,10/01/20,10.0,1.0,11.0,265.0,1.0,0.0,9.0
Fresno,10/01/20,94.0,19.0,113.0,1517.0,19.0,2.0,18.0
Madera,10/01/20,9.0,14.0,23.0,263.0,2.0,0.0,19.0
Inyo,10/01/20,0.0,1.0,1.0,29.0,0.0,0.0,4.0
Monterey,10/01/20,29.0,0.0,29.0,702.0,7.0,0.0,27.0
Colusa,10/01/20,0.0,0.0,0.0,48.0,0.0,0.0,0.0
Lassen,10/01/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
San Joaquin,10/01/20,35.0,18.0,53.0,1013.0,14.0,3.0,42.0
Tulare,10/01/20,39.0,7.0,46.0,677.0,8.0,1.0,21.0
San Luis Obispo,10/01/20,2.0,1.0,3.0,451.0,0.0,0.0,23.0
Orange,10/01/20,175.0,34.0,209.0,5721.0,48.0,1.0,237.0
Riverside,10/01/20,130.0,59.0,189.0,3381.0,39.0,11.0,131.0
Ventura,10/01/20,43.0,9.0,52.0,1271.0,14.0,2.0,49.0
Del Norte,10/01/20,0.0,1.0,1.0,51.0,0.0,0.0,1.0
Siskiyou,10/01/20,0.0,0.0,0.0,56.0,0.0,0.0,10.0
San Mateo,10/01/20,29.0,13.0,42.0,711.0,10.0,1.0,26.0
Napa,10/01/20,8.0,1.0,9.0,200.0,5.0,0.0,14.0
El Dorado,10/01/20,1.0,1.0,2.0,189.0,0.0,0.0,10.0
Kings,10/01/20,16.0,0.0,16.0,193.0,2.0,0.0,15.0
Santa Barbara,10/01/20,20.0,1.0,21.0,666.0,6.0,1.0,46.0
Amador,10/01/20,1.0,0.0,1.0,51.0,0.0,0.0,2.0
Mendocino,10/01/20,8.0,1.0,9.0,150.0,3.0,0.0,4.0
Mariposa,10/01/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Modoc,10/01/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Stanislaus,10/01/20,55.0,24.0,79.0,1309.0,19.0,3.0,21.0
Santa Clara,10/01/20,84.0,17.0,101.0,3013.0,28.0,1.0,88.0
Yolo,10/01/20,4.0,0.0,4.0,96.0,2.0,0.0,7.0
Alameda,10/01/20,94.0,36.0,130.0,2433.0,28.0,5.0,101.0
Solano,10/01/20,18.0,13.0,31.0,572.0,3.0,2.0,7.0
Humboldt,10/01/20,2.0,0.0,2.0,270.0,1.0,0.0,2.0
Tehama,10/01/20,7.0,0.0,7.0,59.0,1.0,0.0,2.0
Santa Cruz,10/01/20,20.0,0.0,20.0,376.0,6.0,0.0,14.0
Imperial,10/01/20,23.0,0.0,23.0,259.0,6.0,0.0,10.0
Kern,10/01/20,58.0,4.0,62.0,1343.0,15.0,0.0,73.0
Los Angeles,10/01/20,698.0,371.0,1069.0,20041.0,202.0,53.0,989.0
San Bernardino,10/01/20,173.0,47.0,220.0,3861.0,43.0,6.0,163.0
San Diego,10/01/20,186.0,54.0,240.0,6775.0,73.0,12.0,302.0
Calaveras,10/01/20,0.0,0.0,0.0,33.0,0.0,0.0,7.0
Nevada,10/01/20,3.0,1.0,4.0,124.0,1.0,0.0,2.0
Sutter,10/01/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin,10/01/20,6.0,5.0,11.0,340.0,3.0,1.0,10.0
Butte,10/01/20,6.0,0.0,6.0,451.0,2.0,0.0,7.0
Glenn,10/01/20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Plumas,10/01/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Sacramento,10/01/20,108.0,26.0,134.0,2491.0,29.0,7.0,86.0
Placer,10/01/20,19.0,20.0,39.0,743.0,6.0,1.0,33.0
Shasta,10/01/20,7.0,1.0,8.0,561.0,0.0,0.0,8.0
Merced,10/01/20,9.0,0.0,9.0,271.0,3.0,0.0,4.0
Lake,10/01/20,1.0,0.0,1.0,65.0,0.0,0.0,1.0
San Francisco,10/01/20,59.0,9.0,68.0,1864.0,14.0,2.0,76.0
Trinity,10/01/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Mono,10/01/20,1.0,0.0,1.0,17.0,0.0,0.0,2.0
Sonoma,10/01/20,17.0,1.0,18.0,530.0,5.0,0.0,5.0
San Diego,10/02/20,203.0,56.0,259.0,6784.0,77.0,10.0,278.0
San Francisco,10/02/20,55.0,10.0,65.0,1846.0,16.0,5.0,71.0
Santa Cruz,10/02/20,22.0,0.0,22.0,376.0,6.0,0.0,14.0
Sutter,10/02/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madera,10/02/20,7.0,6.0,13.0,263.0,1.0,0.0,25.0
Butte,10/02/20,7.0,0.0,7.0,451.0,3.0,0.0,9.0
Colusa,10/02/20,4.0,1.0,5.0,48.0,0.0,0.0,0.0
Kings,10/02/20,13.0,0.0,13.0,193.0,1.0,0.0,13.0
Lassen,10/02/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Mono,10/02/20,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Tulare,10/02/20,35.0,7.0,42.0,677.0,6.0,1.0,29.0
Modoc,10/02/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Tehama,10/02/20,5.0,0.0,5.0,59.0,1.0,0.0,1.0
Santa Clara,10/02/20,82.0,19.0,101.0,3022.0,34.0,1.0,88.0
Contra Costa,10/02/20,31.0,7.0,38.0,1479.0,10.0,1.0,46.0
Stanislaus,10/02/20,55.0,19.0,74.0,1310.0,19.0,0.0,17.0
San Luis Obispo,10/02/20,2.0,0.0,2.0,451.0,0.0,0.0,26.0
San Bernardino,10/02/20,164.0,48.0,212.0,3839.0,41.0,5.0,165.0
Trinity,10/02/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Napa,10/02/20,8.0,1.0,9.0,200.0,3.0,0.0,15.0
Kern,10/02/20,63.0,3.0,66.0,1338.0,16.0,0.0,69.0
Alameda,10/02/20,76.0,34.0,110.0,2380.0,27.0,4.0,103.0
Amador,10/02/20,1.0,0.0,1.0,51.0,0.0,0.0,3.0
San Benito,10/02/20,1.0,0.0,1.0,25.0,1.0,0.0,2.0
Plumas,10/02/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Merced,10/02/20,9.0,1.0,10.0,271.0,3.0,0.0,10.0
Nevada,10/02/20,3.0,0.0,3.0,137.0,1.0,0.0,4.0
Sacramento,10/02/20,96.0,23.0,119.0,2496.0,32.0,3.0,97.0
Del Norte,10/02/20,0.0,0.0,0.0,51.0,0.0,0.0,0.0
Orange,10/02/20,160.0,53.0,213.0,5771.0,47.0,9.0,229.0
Yuba,10/02/20,7.0,0.0,7.0,265.0,2.0,0.0,11.0
Placer,10/02/20,18.0,24.0,42.0,746.0,5.0,1.0,33.0
Marin,10/02/20,7.0,5.0,12.0,336.0,2.0,1.0,12.0
Ventura,10/02/20,39.0,13.0,52.0,1260.0,15.0,3.0,50.0
Humboldt,10/02/20,2.0,0.0,2.0,270.0,1.0,0.0,3.0
Imperial,10/02/20,26.0,0.0,26.0,259.0,7.0,0.0,9.0
Calaveras,10/02/20,0.0,0.0,0.0,33.0,0.0,0.0,5.0
Mariposa,10/02/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
San Mateo,10/02/20,29.0,13.0,42.0,708.0,10.0,1.0,31.0
Sonoma,10/02/20,21.0,6.0,27.0,530.0,5.0,1.0,6.0
Riverside,10/02/20,135.0,66.0,201.0,3361.0,39.0,13.0,122.0
Solano,10/02/20,22.0,13.0,35.0,568.0,3.0,1.0,7.0
Tuolumne,10/02/20,0.0,0.0,0.0,84.0,0.0,0.0,2.0
Monterey,10/02/20,30.0,0.0,30.0,702.0,7.0,0.0,24.0
Mendocino,10/02/20,8.0,0.0,8.0,150.0,3.0,0.0,4.0
Glenn,10/02/20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Inyo,10/02/20,0.0,1.0,1.0,29.0,0.0,0.0,3.0
El Dorado,10/02/20,1.0,0.0,1.0,189.0,0.0,0.0,13.0
Yolo,10/02/20,4.0,0.0,4.0,96.0,1.0,0.0,6.0
Siskiyou,10/02/20,0.0,0.0,0.0,56.0,0.0,0.0,6.0
Santa Barbara,10/02/20,19.0,1.0,20.0,666.0,5.0,1.0,40.0
Shasta,10/02/20,7.0,1.0,8.0,561.0,0.0,0.0,5.0
Los Angeles,10/02/20,673.0,324.0,997.0,20018.0,188.0,48.0,1001.0
San Joaquin,10/02/20,39.0,19.0,58.0,1004.0,13.0,2.0,35.0
Lake,10/02/20,1.0,0.0,1.0,65.0,0.0,0.0,6.0
Fresno,10/02/20,97.0,18.0,115.0,1527.0,22.0,3.0,22.0
Santa Cruz,10/03/20,21.0,0.0,21.0,376.0,6.0,0.0,15.0
Orange,10/03/20,155.0,52.0,207.0,5860.0,47.0,9.0,241.0
Calaveras,10/03/20,0.0,0.0,0.0,33.0,0.0,0.0,4.0
Kings,10/03/20,15.0,0.0,15.0,193.0,1.0,0.0,14.0
Mono,10/03/20,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Tehama,10/03/20,4.0,0.0,4.0,59.0,0.0,0.0,1.0
Sutter,10/03/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassen,10/03/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Sacramento,10/03/20,87.0,29.0,116.0,2494.0,28.0,4.0,91.0
Glenn,10/03/20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Napa,10/03/20,6.0,0.0,6.0,200.0,2.0,0.0,13.0
Shasta,10/03/20,6.0,1.0,7.0,561.0,1.0,0.0,3.0
Nevada,10/03/20,3.0,0.0,3.0,120.0,1.0,0.0,4.0
Monterey,10/03/20,29.0,0.0,29.0,702.0,5.0,0.0,24.0
Santa Barbara,10/03/20,23.0,1.0,24.0,666.0,5.0,0.0,44.0
San Joaquin,10/03/20,38.0,16.0,54.0,1004.0,12.0,3.0,41.0
Tulare,10/03/20,36.0,9.0,45.0,664.0,9.0,2.0,30.0
Riverside,10/03/20,135.0,67.0,202.0,3320.0,43.0,13.0,112.0
San Mateo,10/03/20,29.0,11.0,40.0,705.0,10.0,2.0,34.0
Mariposa,10/03/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Trinity,10/03/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Solano,10/03/20,21.0,13.0,34.0,568.0,2.0,1.0,6.0
Yolo,10/03/20,2.0,0.0,2.0,96.0,1.0,0.0,6.0
Fresno,10/03/20,102.0,16.0,118.0,1523.0,24.0,0.0,18.0
Kern,10/03/20,63.0,4.0,67.0,1316.0,17.0,1.0,69.0
Del Norte,10/03/20,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Sonoma,10/03/20,26.0,7.0,33.0,518.0,7.0,1.0,6.0
Mendocino,10/03/20,6.0,0.0,6.0,150.0,2.0,0.0,5.0
Lake,10/03/20,0.0,3.0,3.0,65.0,0.0,1.0,6.0
Butte,10/03/20,12.0,0.0,12.0,451.0,4.0,0.0,12.0
Merced,10/03/20,6.0,0.0,6.0,271.0,3.0,0.0,12.0
Santa Clara,10/03/20,82.0,23.0,105.0,2921.0,30.0,2.0,109.0
San Luis Obispo,10/03/20,2.0,0.0,2.0,451.0,0.0,0.0,30.0
El Dorado,10/03/20,1.0,0.0,1.0,189.0,0.0,0.0,10.0
Contra Costa,10/03/20,31.0,10.0,41.0,1478.0,9.0,1.0,45.0
Humboldt,10/03/20,2.0,0.0,2.0,250.0,1.0,0.0,7.0
Tuolumne,10/03/20,0.0,0.0,0.0,84.0,0.0,0.0,0.0
Modoc,10/03/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Placer,10/03/20,18.0,24.0,42.0,746.0,4.0,0.0,33.0
Yuba,10/03/20,6.0,0.0,6.0,265.0,2.0,0.0,9.0
Imperial,10/03/20,26.0,1.0,27.0,259.0,7.0,1.0,6.0
San Bernardino,10/03/20,170.0,54.0,224.0,3808.0,43.0,7.0,164.0
San Francisco,10/03/20,50.0,7.0,57.0,1840.0,17.0,1.0,88.0
Madera,10/03/20,7.0,6.0,13.0,263.0,1.0,0.0,23.0
Ventura,10/03/20,38.0,11.0,49.0,1253.0,15.0,3.0,51.0
Stanislaus,10/03/20,55.0,17.0,72.0,1315.0,18.0,0.0,32.0
Los Angeles,10/03/20,674.0,353.0,1027.0,19912.0,188.0,51.0,988.0
Plumas,10/03/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Amador,10/03/20,0.0,0.0,0.0,51.0,0.0,0.0,6.0
Colusa,10/03/20,2.0,4.0,6.0,48.0,0.0,0.0,0.0
San Benito,10/03/20,1.0,0.0,1.0,25.0,1.0,0.0,0.0
Siskiyou,10/03/20,0.0,0.0,0.0,56.0,0.0,0.0,8.0
Marin,10/03/20,8.0,6.0,14.0,336.0,3.0,1.0,14.0
Inyo,10/03/20,0.0,0.0,0.0,29.0,0.0,0.0,4.0
San Diego,10/03/20,207.0,60.0,267.0,6770.0,68.0,13.0,296.0
Alameda,10/03/20,78.0,41.0,119.0,2396.0,27.0,6.0,101.0
Imperial,10/04/20,24.0,0.0,24.0,259.0,10.0,0.0,6.0
Stanislaus,10/04/20,54.0,11.0,65.0,1316.0,20.0,1.0,39.0
Colusa,10/04/20,2.0,4.0,6.0,48.0,0.0,0.0,0.0
Amador,10/04/20,0.0,0.0,0.0,51.0,0.0,0.0,3.0
Kern,10/04/20,61.0,1.0,62.0,1317.0,19.0,0.0,70.0
Sacramento,10/04/20,93.0,29.0,122.0,2474.0,27.0,3.0,104.0
Shasta,10/04/20,4.0,1.0,5.0,561.0,0.0,0.0,8.0
Modoc,10/04/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Mendocino,10/04/20,7.0,1.0,8.0,150.0,1.0,1.0,6.0
Lake,10/04/20,0.0,0.0,0.0,65.0,0.0,0.0,4.0
Nevada,10/04/20,4.0,0.0,4.0,121.0,2.0,0.0,4.0
El Dorado,10/04/20,2.0,0.0,2.0,189.0,0.0,0.0,12.0
Ventura,10/04/20,31.0,11.0,42.0,1247.0,14.0,3.0,53.0
Calaveras,10/04/20,0.0,0.0,0.0,33.0,0.0,0.0,5.0
Yolo,10/04/20,1.0,0.0,1.0,96.0,0.0,0.0,6.0
Kings,10/04/20,14.0,0.0,14.0,193.0,1.0,0.0,16.0
Sonoma,10/04/20,28.0,7.0,35.0,505.0,7.0,0.0,6.0
Contra Costa,10/04/20,34.0,19.0,53.0,1490.0,7.0,2.0,51.0
Santa Clara,10/04/20,87.0,20.0,107.0,2919.0,30.0,4.0,103.0
Santa Cruz,10/04/20,16.0,0.0,16.0,376.0,5.0,0.0,13.0
Lassen,10/04/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Yuba,10/04/20,4.0,0.0,4.0,265.0,2.0,0.0,10.0
Marin,10/04/20,4.0,10.0,14.0,333.0,1.0,0.0,13.0
Tulare,10/04/20,35.0,9.0,44.0,664.0,7.0,1.0,31.0
Sutter,10/04/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inyo,10/04/20,0.0,0.0,0.0,29.0,0.0,0.0,4.0
Tehama,10/04/20,4.0,0.0,4.0,59.0,1.0,0.0,3.0
Plumas,10/04/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Trinity,10/04/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Mono,10/04/20,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Los Angeles,10/04/20,685.0,373.0,1058.0,19854.0,201.0,51.0,1072.0
San Benito,10/04/20,1.0,0.0,1.0,25.0,1.0,0.0,2.0
San Mateo,10/04/20,28.0,12.0,40.0,676.0,9.0,1.0,32.0
San Francisco,10/04/20,52.0,9.0,61.0,1787.0,16.0,1.0,92.0
Del Norte,10/04/20,0.0,0.0,0.0,51.0,0.0,0.0,1.0
Butte,10/04/20,8.0,0.0,8.0,451.0,4.0,0.0,18.0
San Luis Obispo,10/04/20,4.0,0.0,4.0,451.0,0.0,0.0,30.0
Fresno,10/04/20,103.0,13.0,116.0,1515.0,23.0,2.0,17.0
Siskiyou,10/04/20,0.0,0.0,0.0,56.0,0.0,0.0,7.0
Tuolumne,10/04/20,1.0,1.0,2.0,84.0,1.0,0.0,0.0
Glenn,10/04/20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
San Joaquin,10/04/20,35.0,11.0,46.0,1001.0,12.0,3.0,46.0
Humboldt,10/04/20,2.0,1.0,3.0,264.0,1.0,0.0,11.0
Orange,10/04/20,168.0,42.0,210.0,5897.0,53.0,7.0,234.0
Napa,10/04/20,6.0,1.0,7.0,200.0,2.0,0.0,12.0
Madera,10/04/20,8.0,7.0,15.0,263.0,1.0,0.0,22.0
San Diego,10/04/20,203.0,53.0,256.0,6805.0,70.0,12.0,307.0
Solano,10/04/20,21.0,17.0,38.0,553.0,2.0,2.0,7.0
Alameda,10/04/20,71.0,29.0,100.0,2379.0,23.0,6.0,115.0
Merced,10/04/20,7.0,0.0,7.0,271.0,3.0,0.0,10.0
Monterey,10/04/20,27.0,2.0,29.0,702.0,6.0,1.0,22.0
San Bernardino,10/04/20,175.0,59.0,234.0,3825.0,49.0,8.0,180.0
Placer,10/04/20,22.0,34.0,56.0,747.0,4.0,2.0,29.0
Riverside,10/04/20,133.0,68.0,201.0,3361.0,40.0,13.0,112.0
Mariposa,10/04/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Santa Barbara,10/04/20,22.0,0.0,22.0,666.0,6.0,0.0,56.0
Humboldt,10/05/20,2.0,3.0,5.0,264.0,1.0,0.0,11.0
Del Norte,10/05/20,0.0,0.0,0.0,52.0,0.0,0.0,3.0
Butte,10/05/20,8.0,0.0,8.0,451.0,4.0,0.0,15.0
San Diego,10/05/20,217.0,56.0,273.0,6773.0,66.0,10.0,313.0
Orange,10/05/20,176.0,52.0,228.0,5698.0,63.0,10.0,210.0
Sonoma,10/05/20,28.0,7.0,35.0,522.0,11.0,0.0,4.0
Siskiyou,10/05/20,0.0,0.0,0.0,56.0,0.0,0.0,8.0
Tulare,10/05/20,34.0,8.0,42.0,677.0,9.0,1.0,25.0
San Joaquin,10/05/20,30.0,13.0,43.0,1002.0,11.0,3.0,45.0
Shasta,10/05/20,10.0,1.0,11.0,561.0,0.0,0.0,9.0
Nevada,10/05/20,4.0,0.0,4.0,133.0,2.0,0.0,3.0
Inyo,10/05/20,1.0,0.0,1.0,29.0,0.0,0.0,4.0
Merced,10/05/20,5.0,1.0,6.0,271.0,2.0,0.0,14.0
Mono,10/05/20,0.0,0.0,0.0,17.0,0.0,0.0,2.0
Solano,10/05/20,20.0,10.0,30.0,545.0,4.0,1.0,9.0
Lake,10/05/20,0.0,3.0,3.0,65.0,0.0,2.0,1.0
Marin,10/05/20,5.0,4.0,9.0,325.0,1.0,0.0,16.0
Modoc,10/05/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Stanislaus,10/05/20,53.0,21.0,74.0,1313.0,21.0,2.0,37.0
Ventura,10/05/20,33.0,12.0,45.0,1227.0,14.0,4.0,56.0
San Bernardino,10/05/20,186.0,53.0,239.0,3844.0,50.0,6.0,169.0
Los Angeles,10/05/20,696.0,339.0,1035.0,19975.0,195.0,47.0,1040.0
San Luis Obispo,10/05/20,3.0,0.0,3.0,451.0,0.0,0.0,28.0
Mariposa,10/05/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
San Benito,10/05/20,0.0,0.0,0.0,25.0,0.0,0.0,3.0
Santa Barbara,10/05/20,19.0,0.0,19.0,666.0,6.0,0.0,62.0
Plumas,10/05/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Santa Clara,10/05/20,83.0,23.0,106.0,3014.0,28.0,4.0,114.0
Yuba,10/05/20,4.0,0.0,4.0,265.0,2.0,0.0,10.0
Trinity,10/05/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Mendocino,10/05/20,5.0,0.0,5.0,150.0,3.0,0.0,4.0
Colusa,10/05/20,4.0,0.0,4.0,48.0,0.0,0.0,0.0
Tehama,10/05/20,5.0,0.0,5.0,59.0,0.0,0.0,0.0
Yolo,10/05/20,1.0,0.0,1.0,96.0,0.0,0.0,7.0
San Mateo,10/05/20,26.0,12.0,38.0,682.0,8.0,2.0,29.0
San Francisco,10/05/20,50.0,9.0,59.0,1812.0,16.0,0.0,86.0
Alameda,10/05/20,73.0,37.0,110.0,2381.0,23.0,6.0,110.0
Napa,10/05/20,6.0,1.0,7.0,200.0,2.0,0.0,14.0
Kings,10/05/20,15.0,0.0,15.0,193.0,1.0,0.0,16.0
Madera,10/05/20,8.0,6.0,14.0,263.0,1.0,0.0,25.0
Sacramento,10/05/20,96.0,29.0,125.0,2466.0,29.0,5.0,109.0
Calaveras,10/05/20,0.0,0.0,0.0,33.0,0.0,0.0,5.0
Riverside,10/05/20,142.0,67.0,209.0,3390.0,42.0,16.0,115.0
Fresno,10/05/20,107.0,18.0,125.0,1514.0,19.0,4.0,12.0
Glenn,10/05/20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Santa Cruz,10/05/20,14.0,0.0,14.0,376.0,4.0,0.0,14.0
Tuolumne,10/05/20,0.0,0.0,0.0,84.0,0.0,0.0,0.0
Contra Costa,10/05/20,37.0,20.0,57.0,1500.0,7.0,3.0,59.0
Monterey,10/05/20,24.0,1.0,25.0,702.0,5.0,1.0,26.0
El Dorado,10/05/20,1.0,0.0,1.0,189.0,1.0,0.0,11.0
Placer,10/05/20,20.0,25.0,45.0,729.0,4.0,1.0,30.0
Amador,10/05/20,0.0,0.0,0.0,51.0,0.0,0.0,3.0
Imperial,10/05/20,27.0,0.0,27.0,259.0,10.0,0.0,2.0
Lassen,10/05/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Kern,10/05/20,66.0,0.0,66.0,1335.0,16.0,0.0,67.0
Sutter,10/05/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mono,10/06/20,0.0,0.0,0.0,17.0,0.0,0.0,2.0
San Bernardino,10/06/20,200.0,39.0,239.0,3848.0,52.0,5.0,157.0
Del Norte,10/06/20,0.0,0.0,0.0,51.0,0.0,0.0,2.0
Santa Barbara,10/06/20,19.0,0.0,19.0,666.0,7.0,0.0,54.0
San Luis Obispo,10/06/20,2.0,0.0,2.0,451.0,0.0,0.0,25.0
San Joaquin,10/06/20,26.0,17.0,43.0,1005.0,11.0,1.0,46.0
Modoc,10/06/20,0.0,0.0,0.0,41.0,0.0,0.0,0.0
Tehama,10/06/20,5.0,0.0,5.0,59.0,1.0,0.0,0.0
San Diego,10/06/20,214.0,66.0,280.0,6780.0,63.0,7.0,311.0
Calaveras,10/06/20,0.0,0.0,0.0,33.0,0.0,0.0,4.0
Nevada,10/06/20,3.0,0.0,3.0,114.0,1.0,0.0,5.0
Plumas,10/06/20,0.0,0.0,0.0,35.0,0.0,0.0,0.0
Sonoma,10/06/20,34.0,6.0,40.0,570.0,11.0,0.0,7.0
Merced,10/06/20,4.0,0.0,4.0,271.0,1.0,0.0,9.0
San Benito,10/06/20,0.0,0.0,0.0,25.0,0.0,0.0,2.0
Lassen,10/06/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Tulare,10/06/20,28.0,8.0,36.0,677.0,9.0,0.0,17.0
Sutter,10/06/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riverside,10/06/20,135.0,83.0,218.0,3419.0,38.0,16.0,122.0
Ventura,10/06/20,34.0,9.0,43.0,1233.0,16.0,4.0,60.0
Orange,10/06/20,183.0,52.0,235.0,5822.0,64.0,7.0,214.0
Contra Costa,10/06/20,32.0,25.0,57.0,1526.0,6.0,4.0,56.0
Inyo,10/06/20,2.0,1.0,3.0,29.0,1.0,0.0,3.0
Yuba,10/06/20,6.0,1.0,7.0,265.0,2.0,0.0,14.0
Placer,10/06/20,20.0,31.0,51.0,747.0,4.0,2.0,32.0
Kern,10/06/20,65.0,3.0,68.0,1346.0,10.0,0.0,67.0
Mendocino,10/06/20,5.0,0.0,5.0,150.0,3.0,0.0,4.0
Solano,10/06/20,20.0,15.0,35.0,548.0,4.0,0.0,8.0
Tuolumne,10/06/20,0.0,0.0,0.0,84.0,0.0,0.0,2.0
Siskiyou,10/06/20,0.0,0.0,0.0,56.0,0.0,0.0,10.0
Glenn,10/06/20,0.0,0.0,0.0,47.0,0.0,0.0,0.0
Kings,10/06/20,16.0,0.0,16.0,193.0,2.0,0.0,15.0
El Dorado,10/06/20,0.0,0.0,0.0,189.0,0.0,0.0,8.0
Monterey,10/06/20,25.0,1.0,26.0,702.0,6.0,1.0,22.0
Los Angeles,10/06/20,709.0,351.0,1060.0,20081.0,197.0,58.0,943.0
Shasta,10/06/20,7.0,0.0,7.0,561.0,0.0,0.0,6.0
Amador,10/06/20,0.0,0.0,0.0,51.0,0.0,0.0,5.0
Lake,10/06/20,0.0,3.0,3.0,65.0,0.0,2.0,2.0
Madera,10/06/20,4.0,8.0,12.0,263.0,1.0,1.0,24.0
Imperial,10/06/20,30.0,0.0,30.0,259.0,11.0,0.0,2.0
Santa Clara,10/06/20,77.0,23.0,100.0,3010.0,30.0,4.0,102.0
San Mateo,10/06/20,24.0,10.0,34.0,697.0,8.0,0.0,30.0
Stanislaus,10/06/20,45.0,15.0,60.0,1314.0,17.0,1.0,36.0
Alameda,10/06/20,75.0,40.0,115.0,2416.0,24.0,5.0,113.0
Trinity,10/06/20,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Sacramento,10/06/20,89.0,30.0,119.0,2386.0,29.0,2.0,91.0
Santa Cruz,10/06/20,15.0,0.0,15.0,376.0,4.0,0.0,10.0
Colusa,10/06/20,0.0,4.0,4.0,48.0,0.0,0.0,0.0
Yolo,10/06/20,1.0,0.0,1.0,96.0,0.0,0.0,6.0
Napa,10/06/20,6.0,2.0,8.0,351.0,2.0,0.0,27.0
Butte,10/06/20,8.0,0.0,8.0,451.0,5.0,0.0,5.0
Mariposa,10/06/20,0.0,0.0,0.0,19.0,0.0,0.0,0.0
